customer_id,company_name,country,phone,email,registration_year,credit_tier
CUST0283,MidEast Traders 283,DE,+11-435-5960015,mideasttrade@outlook.com,2015,Platinum
CUST0284,FarEast Imports 284,NL,+89-554-6897979,fareastimpor@company.net,2008,Bronze
CUST0285,WestCoast Freight 285,JP,+56-381-1962308,westcoastfre@gmail.com,2018,Platinum
CUST0286,EuroTrade GmbH 286,SG,+66-920-3684131,eurotradegmb@gmail.com,2010,Platinum
CUST0287,AsiaLink Exports 287,US,+17-168-4959345,asialinkexpo@biz.com,2013,Bronze
CUST0288,GlobalMart Inc 288,KR,+73-133-3574265,globalmartin@biz.com,2015,Bronze
CUST0289,PrimeCargo Solutions 289,SG,+57-881-2289923,primecargoso@trade.org,2010,Bronze
CUST0290,ArcticFreight 290,KR,+41-765-5675638,arcticfreigh@yahoo.com,2009,Gold
CUST0291,SunRise Imports 291,NL,+64-630-7492570,sunriseimpor@trade.org,2009,Bronze
CUST0292,CrossOcean Ltd 292,CN,+91-556-4599894,crossoceanlt@trade.org,2012,Platinum
CUST0293,StarPort Traders 293,AE,+16-238-2242387,starporttrad@company.net,2010,Platinum
CUST0294,MountainPeak Co 294,DE,+88-965-6361793,mountainpeak@biz.com,2013,Gold
CUST0295,SilverLine Exports 295,GB,+70-397-6032437,silverlineex@yahoo.com,2019,Silver
CUST0296,BlueSky Logistics 296,SG,+66-329-3036124,blueskylogis@yahoo.com,2020,Silver
CUST0297,IronGate Trading 297,AE,+64-126-7054838,irongatetrad@trade.org,2017,Bronze
CUST0298,CopperCoast Inc 298,FR,+71-232-2446455,coppercoasti@gmail.com,2012,Platinum
CUST0299,GoldenRoute Ltd 299,FR,+68-520-7869154,goldenroutel@trade.org,2009,Silver
CUST0300,BlueSea Imports 300,SG,+83-175-8549319,blueseaimpor@company.net,2018,Bronze
